User_name,Date,Comment_title,Comment_body,How many found it helpul,User rating
Jampana David Raju,Reviewed in India on 30 May 2021,Good Product,"
  Good Product
",,5.0 out of 5 stars
ahmed,Reviewed in India on 30 May 2021,Don't purchase this,"
  Not as expectedSpeaker is not working
",,2.0 out of 5 stars
Sachin,Reviewed in India on 30 May 2021,Best,"
  अब samsung के mobile me bahut ही ऐक कैमरे आने लगे है, m31 me बहुत बेस्ट कैमरा है ।PUBG और अब BGMI high quality gameplay
",,5.0 out of 5 stars
ASHISH GAUTAM,Reviewed in India on 30 May 2021,Not recommended...lagy performance,"
  Very bad performance....lags a lot...worst samsung buy for me ever...not recommended .
",,1.0 out of 5 stars
Hari,Reviewed in India on 30 May 2021,Go for it,"
  Headphones, screen guard and back cover will not be provided.. takes longer tym for charging... Camera quality is excellent
",,5.0 out of 5 stars
R N Goswami,Reviewed in India on 30 May 2021,Sound effects defective,"
  Sound system problemetic.we have carry forward the trouble.
",,4.0 out of 5 stars
Arunanshu Roy,Reviewed in India on 30 May 2021,Best phone at this price,"
  I bought the model with 8GB RAM and I must say I am amazed with the speed and performance of the phone. Great looks, sleek, sturdy, stylish, with an awesome display (SUPER AMOLED) that brings out the colours in vibrant hues. The fingerprint sensor is amazing and also the face unlock is nicely responsive. It has a powerful battery (6000 mAh) which runs quite long and has a fast charging 15W charger that fails to disappoint. 128 GB is more than sufficient for storage and the camera quality is decent but not great. Overall, a steal deal at this price and a must buy for people who are looking out for a Made in India phone.
",One person found this helpful,5.0 out of 5 stars
Hussaini,Reviewed in India on 30 May 2021,Worst phone,"
  Phone is not working after six months
",,1.0 out of 5 stars
chinnadurai,Reviewed in India on 29 May 2021,Nice...,"
  Nice product good quality
",,5.0 out of 5 stars
RANJITH,Reviewed in India on 29 May 2021,Nothing,"
  Not good battery heats up more and adaptor and cable goes off..it takes too longtoo charge then mention if Amazon official sees it contact us
",,1.0 out of 5 stars
Amit,Reviewed in India on 29 May 2021,Phone Gets Heating,"
  Phone getting heated even on a call and power off on button also creating problem. So I have returned the phone
",,2.0 out of 5 stars
N Bharathi kumar,Reviewed in India on 29 May 2021,very worst phone,"
  i bought last year august this phone. its a very worst mobile i got..very very slowest charging....(appx 3.5 hrs to 4 hrs )network connectivity problem....call not send many times...( want restart or go to aeroplane mode and back)...many times i complaint it.....  but......
",,1.0 out of 5 stars
Mukesh S.,Reviewed in India on 29 May 2021,Network bar bar 2g mode me aata hai only lte ka option nahi hai,"
  Network connectivity poor
",,3.0 out of 5 stars
SHAH,Reviewed in India on 29 May 2021,Rated to 4.2,"
  All good
",,4.0 out of 5 stars
aparna semalty,Reviewed in India on 29 May 2021,Unhappy,"
  The biggest  mistake  that I spent my  money on this phone. Never expected  this from Samsung.It worked  well for first month but then it started to hang or heat up a lot.I thought it might happen since it has 6000mh battry.But from 10th month many a time j face black screen  problem.Phone is on but screen does not work.I did troubleshooting  method  but nothing  happed. Next day it started working. Again next day it worked and so is this problem  repeated.Due to pandemic the service  center denied and asked to come after covid is in control.This not only happened  with my phone but I can hear this issue from my friends too.Really  unhappy  with samsung m31
",,1.0 out of 5 stars
